顧客番号,契約年月日,年齢,性別,出身地,購入年月日,購買金額
C1599,20230315,60,2,北海道,20250428,31499.0
C1876,20210909,35,2,九州,20250629,34095.0
C0537,20210727,77,2,近畿,20250928,23451.0
C0268,20240917,65,2,近畿,20250331,11361.0
C1429,20211104,26,2,近畿,20250329,10907.0
C1817,20240320,57,2,九州,20250324,47469.0
C1035,20200705,36,1,東北,20250120,29814.0
C1344,20220911,52,1,中国,20250417,47296.0
C1737,20241124,71,1,中国,20251125,14605.0
C0126,20220609,47,2,関東,20251214,27256.0
C0306,20220821,70,1,関東,20250929,6332.0
C1726,20220406,41,2,四国,20251127,32832.0
C1535,20220405,58,1,中部,20250408,24476.0
C1113,20210514,44,2,九州,20250820,4445.0
C1379,20240813,38,2,中国,20250226,28490.0
C0628,20210130,59,2,九州,20250529,24767.0
C1376,20220108,70,1,東北,20250823,41057.0
C0689,20201231,79,1,関東,20250517,10210.0
C1038,20220409,78,1,四国,20250924,19159.0
C1281,20210416,50,2,四国,20250817,2564.0
C1233,20230318,61,1,中部,20251227,36043.0
C0281,20230226,75,2,東北,20251117,16219.0
C0443,20230729,46,1,近畿,20251009,22946.0
C1864,20230912,70,2,中国,20250721,31587.0
C0837,20200725,29,1,北海道,20250820,-1636.0
C0389,20220831,67,1,北海道,20250119,-682.0
C0617,20220103,33,1,近畿,20250116,46932.0
C1507,20210118,38,2,東北,20250225,6479.0
C0147,20200215,18,1,四国,20251223,2398.0
C1303,20210524,28,1,近畿,20250424,-2548.0
C0521,20220413,30,2,中部,20250309,16672.0
C0630,20220507,28,1,関東,20250319,28193.0
C1630,20200529,42,2,近畿,20250130,8865.0
C0434,20210713,39,2,中国,20250107,20345.0
C0144,20231214,54,2,中部,20250601,41275.0
C0289,20240625,62,1,関東,20251229,15359.0
C1410,20200130,22,2,四国,20250122,3799.0
C0014,20200219,33,1,中部,20250130,18053.0
C0257,20240707,32,1,中国,20250616,29892.0
C1370,20231019,20,2,中部,20250528,12684.0
C1722,20220925,48,1,中部,20250218,15.0
C1369,20230209,69,1,四国,20251121,26665.0
C1424,20210906,40,1,中部,20251025,3657.0
C1231,20220505,25,1,近畿,20250919,46116.0
C0858,20230319,61,1,中国,20250630,16951.0
C0943,20220511,51,2,東北,20251017,27063.0
C1196,20240817,56,1,北海道,20250502,27743.0
C0464,20231111,66,1,四国,20250504,21521.0
C0270,20230513,45,1,東北,20250923,49431.0
C1245,20240422,79,1,近畿,20250128,5731.0
C1176,20201103,21,1,関東,20250916,13744.0
C0623,20230921,80,1,東北,20250318,13423.0
C1207,20240902,38,1,関東,20250713,44076.0
C1423,20210401,26,1,関東,20250204,12568.0
C1875,20230419,50,2,東北,20250424,42411.0
C0072,20240317,60,2,中国,20250303,-1066.0
C1442,20220130,57,2,北海道,20250221,6409.0
C1922,20230614,34,1,東北,20250426,49946.0
C1307,20230729,40,2,九州,20250216,26410.0
C0074,20241220,43,2,中国,20250411,25808.0
C0355,20220613,36,2,関東,20251006,3172.0
C1751,20230413,33,2,関東,20250417,22358.0
C0497,20220730,32,1,関東,20250204,-4223.0
C1352,20220602,35,2,四国,20251225,14763.0
C0988,20240222,43,2,北海道,20251015,43673.0
C1559,20200607,77,1,中部,20250102,30186.0
C0580,20210805,63,2,関東,20250827,26170.0
C0910,20241213,31,2,北海道,20250929,15461.0
C1471,20230616,22,1,九州,20250524,40222.0
C0373,20210325,53,2,関東,20250402,-2561.0
C0362,20211014,80,1,関東,20250809,2804.0
C0093,20210101,79,2,中部,20250223,40791.0
C1345,20220501,19,1,北海道,20250816,42594.0
C0324,20210627,49,2,九州,20250202,8212.0
C0384,20210929,39,1,東北,20250802,16653.0
C0575,20230519,56,1,近畿,20250516,16971.0
C0736,20210820,54,1,中部,20250905,-3011.0
C0737,20200614,22,2,中部,20250222,2868.0
C1905,20241221,43,1,北海道,20250305,37026.0
C0346,20210921,57,1,中部,20251110,28712.0
C1873,20201116,66,1,四国,20250206,19604.0
C1127,20241204,27,2,近畿,20250731,46049.0
C1239,20211029,48,1,四国,20250112,17135.0
C1216,20231201,75,1,四国,20250325,25544.0
C1696,20220423,79,2,近畿,20250404,32918.0
C1908,20220216,74,1,四国,20251208,45849.0
C0719,20240825,57,2,関東,20250726,25847.0
C0781,20220619,27,1,北海道,20250207,38774.0
C1020,20241009,72,1,九州,20251214,5680.0
C1218,20210124,39,2,近畿,20250722,42972.0
C1404,20220121,19,2,関東,20250927,25083.0
C1427,20240915,52,1,近畿,20250316,29433.0
C0664,20220417,20,2,四国,20250508,40579.0
C1773,20200304,58,1,四国,20251125,21309.0
C0600,20240516,49,2,関東,20250601,36719.0
C0011,20221218,40,1,九州,20250110,5349.0
C0187,20230208,62,2,近畿,20250207,4543.0
C0726,20221008,53,1,近畿,20250415,4460.0
C1039,20210502,21,1,中国,20250614,29553.0
C0778,20240928,33,2,中国,20250201,23525.0
C1321,20200414,59,2,北海道,20250731,948.0
C0411,20240526,40,1,中部,20250114,9498.0
C0956,20230114,42,1,北海道,20250818,13991.0
C0585,20220713,59,2,九州,20250512,19974.0
C1076,20211212,59,1,関東,20250601,30398.0
C1664,20210509,31,1,中国,20250406,2660.0
C1052,20240423,53,1,近畿,20250110,21245.0
C0577,20200213,55,1,九州,20251229,-4762.0
C1041,20220428,70,1,関東,20250116,14920.0
C1375,20211022,30,1,中部,20250616,41659.0
C1452,20210902,55,1,中部,20250406,48013.0
C1674,20210930,61,1,中部,20250118,4338.0
C1855,20200901,63,2,北海道,20250107,37517.0
C1253,20200625,29,2,北海道,20250703,5349.0
C1790,20221119,70,2,中国,20250902,41350.0
C0989,20220404,25,2,北海道,20250323,6643.0
C1234,20230212,75,1,関東,20250511,23274.0
C1455,20211202,80,1,北海道,20250509,40013.0
C1318,20200927,77,2,九州,20251016,35667.0
C0743,20220918,77,2,関東,20250315,34913.0
C1777,20221008,69,2,北海道,20251230,33629.0
C1606,20230520,25,1,中国,20250228,40819.0
C1128,20201110,50,2,近畿,20250313,11632.0
C0204,20230830,40,1,関東,20250609,22144.0
C1077,20200903,73,2,中国,20250328,7321.0
C0974,20210430,61,1,関東,20250117,32091.0
C0940,20200710,55,2,北海道,20250330,24256.0
C1399,20230614,23,2,北海道,20250529,18485.0
C1866,20201101,53,2,北海道,20251107,-2140.0
C1078,20200312,53,1,中部,20250106,44875.0
C1300,20240521,74,2,近畿,20250325,9919.0
C1359,20220901,50,2,近畿,20250325,28337.0
C1055,20220424,19,1,北海道,20250907,3411.0
C1159,20240509,52,2,中国,20250603,4586.0
C1082,20240416,24,1,東北,20250313,46986.0
C0105,20210713,49,2,北海道,20250419,19312.0
C1290,20200702,53,1,九州,20250422,18055.0
C1546,20231112,57,2,中国,20250621,29890.0
C1520,20240825,52,1,東北,20250706,23807.0
C0253,20230426,76,2,北海道,20251012,15384.0
C0295,20211214,57,2,四国,20250930,42177.0
C0668,20200609,52,2,東北,20250118,23925.0
C1182,20220108,62,2,四国,20250617,-1911.0
C0549,20221221,63,2,近畿,20251115,9242.0
C0631,20220301,35,1,中国,20250323,34978.0
C1091,20241227,30,2,北海道,20250316,11433.0
C1778,20201011,53,1,北海道,20251201,28282.0
C0299,20210330,76,1,北海道,20251212,5983.0
C1487,20210723,22,1,北海道,20250906,38738.0
C1749,20220306,59,1,四国,20250511,38578.0
C1844,20201014,41,1,関東,,37797.0
C0101,20241206,72,1,関東,20250720,-329.0
C1080,20200106,21,1,近畿,20251229,19133.0
C0332,20220317,19,1,北海道,20251023,45317.0
C0836,20221202,31,2,中部,20250309,38209.0
C1775,20200127,30,1,近畿,20250120,-4586.0
C0393,20200424,29,2,関東,20250928,NaN
C1767,20231225,38,2,,20250403,45256.0
C0874,20210602,72,1,中部,20250513,16242.0
C0381,20201015,27,2,九州,20251022,47508.0
C0092,20240215,61,2,中国,20251023,30184.0
C1815,20210122,38,2,近畿,20250515,33379.0
C0447,20230910,54,1,九州,,10231.0
C0109,20200409,56,2,近畿,20251222,16849.0
C0317,20201003,75,1,四国,20250202,36163.0
C1192,20221013,50,1,四国,20251020,26676.0
C1836,20210118,54,2,北海道,20250201,17056.0
C1944,20240907,21,2,北海道,20250212,36028.0
C1459,20210824,79,2,四国,20251019,14947.0
C0442,20220505,45,2,北海道,20251220,40416.0
C0218,20240106,34,1,九州,20251101,21040.0
C1246,20230216,47,2,北海道,20251008,41110.0
C0673,20210728,32,2,中国,20250418,41978.0
C1552,20230803,25,1,九州,20250406,20282.0
C0278,20200328,79,2,近畿,20250307,21201.0
C1009,20240328,40,2,中国,20250109,1833.0
C0569,20240212,47,1,中部,20250818,-248.0
C1598,20240629,68,1,四国,20250809,19507.0
C1010,20220428,23,2,近畿,,15169.0
C0875,20220902,25,2,近畿,20251005,39746.0
C0466,20210624,41,1,近畿,20250409,36495.0
C0839,20230812,37,2,近畿,20250928,19930.0
C0754,20230222,34,2,四国,20250920,23.0
C1626,20210329,21,1,九州,20251228,-4018.0
C1608,20210915,55,1,北海道,20250613,9305.0
C0838,20220218,59,1,北海道,20250116,11146.0
C0030,20240329,33,2,東北,20250618,45497.0
C0359,20230616,58,1,関東,20250121,49843.0
C1943,20241027,43,2,北海道,20250128,6201.0
C1312,20200531,23,2,中部,20251126,11910.0
C0086,20210706,30,1,東北,20250324,18031.0
C1258,20201103,47,1,関東,20250930,18636.0
C0747,20241126,73,1,関東,20251117,12314.0
C0313,20201107,24,2,関東,20250205,22332.0
C0365,20231027,32,1,中国,20251110,46434.0
C1801,20231022,54,1,中部,20251003,13330.0
C1823,20220915,21,2,九州,20250821,10365.0
C1863,20200104,55,1,近畿,20250414,38501.0
C0905,20241101,50,1,四国,20250106,5108.0
C1293,20210416,67,2,中国,20250123,-1640.0
C0698,20230705,53,2,関東,20250619,37553.0
C0131,20210217,22,2,中部,20250601,35880.0
C0803,20201003,66,1,関東,20250901,43784.0
C0789,20240131,60,2,九州,20250829,47077.0
C1856,20220715,36,2,中部,20250918,-1375.0
C0351,20200316,62,2,中部,20250215,33237.0
C0180,20200730,25,1,中部,20250930,-3777.0
C1826,20210811,62,1,中国,20250316,34878.0
C1504,20240125,77,1,東北,20251010,4157.0
C1913,20220424,20,2,北海道,20250715,41019.0
C1187,20241211,50,2,東北,20250123,32760.0
C1807,20210804,37,2,北海道,20250328,8646.0
C1912,20241026,67,2,北海道,20250501,39638.0
C1120,20221217,77,2,近畿,20250529,24024.0
C0774,20240703,27,2,関東,20250530,-213.0
C0510,20211216,74,2,中部,20250306,18202.0
C0365,20231027,32,1,中国,20250609,48878.0
C0981,20240109,31,2,関東,20251011,46524.0
C0353,20210217,65,1,四国,20250323,38908.0
C0800,20220606,54,1,九州,20250107,31067.0
C1460,20240803,78,1,東北,20250701,4360.0
C1107,20210608,59,1,東北,,27692.0
C1249,20230621,33,2,関東,20250114,34219.0
C0412,20201228,43,2,中国,20250702,7941.0
C0735,20220313,72,2,関東,20251110,10993.0
C0981,20240109,31,2,関東,20250213,9620.0
C0118,20200922,61,2,九州,20250623,15193.0
C0482,20231019,44,2,九州,20250114,46559.0
C0192,20240517,74,1,九州,20251027,16248.0
C0591,20220617,78,1,近畿,20250314,40852.0
C0590,20220917,28,1,九州,20250811,27.0
C0659,20230515,54,2,関東,20250102,-740.0
C0107,20220114,52,2,九州,20250729,32596.0
C0382,20231208,71,2,九州,20250918,36540.0
C0783,20240811,47,2,九州,20250331,4012.0
C0390,20210925,31,1,関東,20251209,20823.0
C0244,20211010,51,1,東北,20251130,3315.0
C0585,20220713,59,2,九州,20250909,42027.0
C0869,20210314,72,1,東北,20251129,7631.0
C0468,20210219,35,1,中部,20251221,13258.0
C0866,20211001,67,1,九州,20250216,20099.0
C0934,20210806,21,1,中部,20251201,30891.0
C1562,20240429,62,2,北海道,20250612,31992.0
C1234,20230212,75,1,関東,20250426,49406.0
C0604,20240108,25,2,近畿,20250320,26376.0
C1661,20230614,42,1,四国,20250108,47350.0
C1015,20230526,60,1,東北,20250123,5977.0
C1971,20220425,59,1,東北,20250926,21694.0
C1097,20230224,45,2,中国,20251006,42376.0
C1659,20201007,72,1,関東,20250131,28978.0
C1333,20200327,47,1,近畿,20250619,4218.0
C1720,20240919,44,1,近畿,20250510,16788.0
C1723,20241116,32,1,四国,20250606,15501.0
C1734,20220610,73,2,関東,20250122,7453.0
C1614,20220321,48,1,九州,20250506,33197.0
C0860,20221028,37,1,関東,20250618,10210.0
C1210,20240213,25,1,関東,20250615,3689.0
C1880,20241220,76,1,関東,20250606,40489.0
C1277,20210831,35,1,関東,20251126,22381.0
C0013,20230903,71,1,関東,20250122,24508.0
C0299,20210330,76,1,北海道,20250921,37653.0
C1100,20211225,26,1,東北,20251030,16142.0
C1075,20210225,78,1,九州,20250920,35950.0
C0787,20230210,37,1,九州,20250731,3916.0
C0149,20220716,63,1,四国,20250613,-4625.0
C1755,20240813,22,1,中部,20250516,26449.0
C0122,20211023,61,1,中国,20250909,18797.0
C1235,20240113,53,2,北海道,20250724,15782.0
C1304,20210921,20,2,東北,20251210,22028.0
C0538,20211005,55,1,中部,20251029,15243.0
C1709,20200705,42,2,関東,20250830,45838.0
C1180,20221021,49,1,四国,20251116,24379.0
C1262,20230202,68,1,東北,20251006,32780.0
C0376,20210911,44,2,中国,20250302,25740.0
C0082,20211030,21,2,九州,20251102,44408.0
C0492,20210304,77,1,中部,20251029,14984.0
C0356,20211226,47,1,北海道,20251026,-4950.0
C0925,20231013,42,1,中国,20250405,1590.0
C1297,20210620,38,1,中国,20250528,35205.0
C1604,20241030,71,1,中国,20250916,10162.0
C1068,20230614,30,1,九州,20250130,44746.0
C1005,20230718,53,1,四国,20250118,8105.0
C1597,20201014,45,2,関東,20250706,32499.0
C0123,20220804,64,2,中部,20250731,31641.0
C1373,20200331,23,2,北海道,20250204,6628.0
C0708,20240802,56,2,北海道,20250527,37032.0
C0330,20231017,35,2,中部,20251009,33516.0
C1433,20220506,68,2,近畿,20250204,16621.0
C0991,20200415,19,2,北海道,20250317,-3524.0
C0323,20230827,27,2,北海道,20250313,49022.0
C1135,20200604,61,1,四国,20250906,35800.0
C0770,20221207,40,1,中部,20250226,30788.0
C1113,20210514,44,2,九州,20251223,19437.0
C0433,20200723,37,1,中国,20251101,21240.0
C0710,20220814,68,2,四国,20250110,40452.0
C0794,20200707,37,2,中部,20250801,5922.0
C0712,20230119,75,2,四国,20251227,43154.0
C1123,20200418,42,1,北海道,20250825,3066.0
C0539,20240310,58,1,中国,20250822,7089.0
C0601,20220726,58,1,中国,20250811,27600.0
C1170,20210718,28,1,中国,20250414,41176.0
C1718,20201024,32,1,九州,20251123,3167.0
C0257,20240707,32,1,中国,20250408,7816.0
C1213,20220102,71,2,中部,20250814,16164.0
C1264,20230624,71,1,近畿,20250810,15429.0
C0871,20220730,67,1,近畿,20251120,30001.0
C0899,20210829,29,1,中国,20251130,26415.0
C1527,20230912,38,1,関東,20251007,3117.0
C1732,20210728,78,1,北海道,20250212,42318.0
C0809,20240314,64,2,中国,,1359.0
C0677,20210208,66,2,北海道,20251214,9364.0
C1843,20230419,79,2,九州,20250602,31965.0
C0271,20220210,22,2,中国,20251205,23794.0
C1544,20220101,75,1,中部,20251017,5293.0
C0550,20230703,49,1,北海道,20250812,4332.0
C1138,20230719,72,2,四国,20250429,-4385.0
C1363,20220910,18,1,東北,20250802,40612.0
C0568,20220317,30,2,関東,20250222,7401.0
C1967,20220520,38,1,四国,20250808,45718.0
C0986,20220104,20,2,中部,20250831,36936.0
C0359,20230616,58,1,関東,20250222,24372.0
C1674,20210930,61,1,中部,20250427,37276.0
C1638,20230901,53,1,東北,20251127,43322.0
C1358,20220805,71,1,九州,20250211,-2661.0
C1713,20231019,30,1,四国,20250904,11246.0
C1193,20220810,76,1,九州,20251018,3109.0
C1363,20220910,18,1,東北,20250905,18758.0
C0798,20211124,54,1,近畿,20250411,18091.0
C1285,20240224,55,1,近畿,20250328,38056.0
C0887,20230101,43,1,近畿,20251219,8317.0
C1759,20221230,57,1,九州,20250325,11762.0
C1223,20200710,19,1,九州,20250918,-1535.0
C0211,20240306,78,1,関東,20250809,46423.0
C0287,20200430,44,1,東北,20250603,20622.0
C1716,20200826,46,2,四国,20250220,45159.0
C1786,20220222,31,2,東北,20250207,1800.0
C0743,20220918,77,2,関東,20250916,44261.0
C1496,20210724,35,1,近畿,20250706,30539.0
C1506,20220621,80,1,関東,20250113,31651.0
C1047,20200706,45,1,四国,20250811,-2400.0
C1584,20200619,37,2,東北,20250328,518.0
C1133,20230606,66,2,北海道,20250916,14627.0
C0296,20220509,45,2,九州,20250630,45157.0
C0006,20210722,36,2,四国,20251107,24369.0
C0550,20230703,49,1,北海道,20250622,26445.0
C0681,20240320,75,2,関東,20251118,11689.0
C1892,20200713,21,2,関東,20250714,10923.0
C0795,20220702,45,1,北海道,20251206,33469.0
C0203,20220820,64,1,九州,20250902,25403.0
C0325,20210720,60,2,四国,20251125,-4042.0
C0825,20220731,18,2,東北,20250715,49422.0
C1809,20200826,41,2,近畿,20250303,35363.0
C0244,20211010,51,1,東北,20250125,-1462.0
C0327,20240420,47,1,九州,20250221,18404.0
C0987,20220917,38,2,近畿,20250219,45782.0
C1071,20211220,80,1,四国,20251022,4983.0
C0761,20210117,54,2,近畿,20250221,30371.0
C1615,20231125,25,2,中部,20251128,19642.0
C1646,20230610,49,1,関東,20250209,8467.0
C1037,20200811,31,2,九州,20250820,-4795.0
C0907,20240712,36,2,九州,20250301,22409.0
C1404,20220121,19,2,関東,20250804,7442.0
C0365,20231027,32,1,中国,20251206,21290.0
C1626,20210329,21,1,九州,20250716,21108.0
C1366,20200310,71,2,中国,20251003,691.0
C1884,20210213,28,1,四国,20251207,33909.0
C1816,20221209,71,1,北海道,20250102,47297.0
C1245,20240422,79,1,近畿,20250416,14504.0
C0073,20240717,57,1,中国,20250804,25162.0
C1770,20210405,44,1,四国,20250922,34496.0
C1796,20231221,48,2,関東,20250616,NaN
C1649,20211214,49,1,北海道,20250904,44330.0
C1070,20220107,24,1,中国,20250729,16551.0
C1528,20201228,59,1,中国,20250227,8383.0
C0274,20200514,67,2,中部,20250212,11496.0
C1579,20230505,41,2,北海道,20250518,36716.0
C0208,20201203,37,2,中国,20250419,4088.0
C1953,20231202,53,1,九州,20250217,41982.0
C1885,20230812,74,1,,20250506,22444.0
C1639,20200316,29,1,中部,20250802,19734.0
C0124,20210713,74,1,中部,20250508,36745.0
C1034,20240927,39,2,九州,20250717,29571.0
C1353,20201020,27,1,中国,20250721,21415.0
C1211,20210219,67,1,東北,20250711,10389.0
C0543,20240211,68,1,関東,20250417,22744.0
C1692,20240111,38,2,北海道,20250713,13682.0
C0060,20210228,56,1,近畿,20251123,40038.0
C1785,20200811,34,1,北海道,20250826,29310.0
C0899,20210829,29,1,中国,20250512,2259.0
C0886,20240314,72,1,関東,20251223,40168.0
C1975,20230225,24,2,北海道,20250324,7546.0
C0782,20240505,29,1,中国,20251011,-2846.0
C0442,20220505,45,2,北海道,20250810,3766.0
C1241,20221026,74,1,近畿,20250416,43517.0
C0911,20221223,70,1,近畿,20251021,6230.0
C1026,20210319,42,2,九州,20250307,12765.0
C1560,20200719,40,1,関東,20250714,902.0
C1742,20210409,56,2,中部,20250707,-3778.0
C0832,20210309,22,1,四国,20250216,22050.0
C1008,20211109,65,1,,20251228,29269.0
C1735,20200112,20,1,九州,20251225,4050.0
C1380,20200710,51,2,近畿,20250125,43976.0
C0626,20210528,58,2,東北,20250307,-1426.0
C1816,20221209,71,1,北海道,20251201,31497.0
C1691,20241010,35,2,北海道,20250308,6157.0
C1189,20240213,20,1,中国,20250716,14575.0
C0998,20211118,29,2,関東,20250903,35244.0
C0734,20210515,19,2,関東,20251023,12945.0
C0091,20210818,59,2,四国,20250410,9962.0
C0167,20230718,73,2,近畿,20250627,30290.0
C0959,20230923,18,2,四国,20250425,30159.0
C0207,20240331,52,2,中国,20250617,46827.0
C1306,20230101,79,1,九州,20250429,46335.0
C1089,20230415,64,2,東北,20250614,19852.0
C1912,20241026,67,2,北海道,20250807,25684.0
C0516,20200425,70,1,中国,20250716,39842.0
C1181,20221203,56,2,北海道,20251114,6796.0
C1785,20200811,34,1,北海道,20250825,19450.0
C1793,20210415,28,1,中部,20250618,29846.0
C0747,20241126,73,1,関東,20250317,48494.0
C0306,20220821,70,1,関東,20251014,40037.0
C1902,20240607,28,1,関東,20250202,42130.0
C0395,20211104,76,1,関東,20251026,12504.0
C1098,20201013,26,2,中部,20251215,40728.0
C0187,20230208,62,2,近畿,20250818,25041.0
C1598,20240629,68,1,四国,20250714,5715.0
C1361,20221114,48,2,北海道,20251021,16803.0
C1700,20200223,63,2,近畿,20251024,-1630.0
C1592,20210911,69,1,九州,20251005,-3092.0
C0623,20230921,80,1,東北,20250818,47672.0
C0730,20210513,59,2,中部,20250406,32075.0
C0240,20220306,46,2,北海道,20250620,48648.0
C0533,20200724,28,1,中国,20251113,16134.0
C0141,20230402,21,2,中部,20251126,39065.0
C1289,20220630,31,2,東北,20250201,44649.0
C0139,20220327,47,1,関東,20250214,-1413.0
C0459,20210612,55,1,関東,20250313,25023.0
C0070,20241231,20,2,北海道,20250120,40153.0
C0385,20200822,43,1,中国,20250827,-2587.0
C0630,20220507,28,1,関東,20250718,47952.0
C0198,20220312,73,2,九州,20250306,20038.0
C0205,20230330,66,2,近畿,20250707,17555.0
C1750,20210921,75,1,九州,20250330,5952.0
C0568,20220317,30,2,関東,20250720,-1543.0
C1823,20220915,21,2,九州,20250123,3464.0
C0982,20230928,27,2,九州,20251023,-3850.0
C0805,20240726,73,2,近畿,20250510,42305.0
C1711,20200918,45,1,近畿,20250603,27264.0
C0859,20211021,55,2,近畿,20250319,35222.0
C0882,20230419,64,2,中部,20250709,42553.0
C0974,20210430,61,1,関東,20251027,49359.0
C0640,20200713,75,2,,20250603,39349.0
C1455,20211202,80,1,北海道,20250423,27786.0
C1914,20221012,30,2,関東,20251205,4808.0
C0325,20210720,60,2,四国,20250427,47330.0
C0442,20220505,45,2,北海道,20250105,44136.0
C0804,20220728,66,1,関東,20251122,33345.0
C0288,20231109,30,1,北海道,20250204,-919.0
C0226,20221011,78,2,近畿,20250929,34222.0
C1088,20230104,59,2,九州,20250608,3933.0
C0967,20231030,46,1,北海道,20250729,-2329.0
C0938,20201225,63,1,中部,20250114,38739.0
C0560,20221207,49,2,近畿,20250125,42738.0
C0714,20210726,78,2,北海道,20251201,26217.0
C0498,20210625,42,2,東北,20250806,34155.0
C0849,20200113,46,1,中国,20250911,34601.0
C0926,20211228,65,1,近畿,20250722,14008.0
C1941,20210605,53,1,中国,20250411,16883.0
C0060,20210228,56,1,近畿,20251227,28282.0
C1421,20220101,73,1,近畿,20250817,27974.0
C0257,20240707,32,1,中国,20250718,28715.0
C0577,20200213,55,1,九州,20250627,38401.0
C0239,20231024,45,1,関東,20251003,10380.0
C1825,20241230,74,1,四国,20251108,13212.0
C0038,20241220,24,1,関東,20250510,23174.0
C0025,20230112,62,2,中国,20251006,1861.0
C0410,20240814,75,2,四国,20251015,1094.0
C0461,20240409,51,2,中国,20250521,34113.0
C1595,20220707,24,2,中国,20250113,46319.0
C0988,20240222,43,2,北海道,20250805,41728.0
C1441,20210119,56,1,九州,20250705,19363.0
C0357,20210401,24,2,中国,20250127,17310.0
C0383,20211221,18,2,中国,20250806,34300.0
C1833,20210504,31,2,,20250114,49808.0
C1182,20220108,62,2,四国,20250522,943.0
C0569,20240212,47,1,中部,20251121,9569.0
C1457,20241213,69,2,東北,20251120,37616.0
C1072,20210209,73,2,中国,20250224,3793.0
C1352,20220602,35,2,四国,20250710,33207.0
C0433,20200723,37,1,中国,20251012,20287.0
C1455,20211202,80,1,北海道,20250330,28971.0
C0056,20211111,52,2,四国,20250214,37351.0
C0577,20200213,55,1,九州,20250512,42179.0
C0268,20240917,65,2,近畿,20250307,26369.0
C0069,20230930,51,2,北海道,20251006,18023.0
C1752,20200316,25,2,九州,20251120,40885.0
C0902,20201231,42,2,東北,20250528,18897.0
C1625,20240307,79,2,四国,20250525,18010.0
C1473,20240108,72,1,中部,20250106,35154.0
C0793,20201014,71,1,四国,20250323,30899.0
C0257,20240707,32,1,中国,20250503,15114.0
C0672,20240827,80,2,東北,20250616,14050.0
C0490,20211020,70,1,中部,20250825,44701.0
C0746,20200725,31,2,東北,20250415,16125.0
C1667,20211218,42,2,近畿,20251017,23558.0
C0049,20200117,40,2,近畿,20250826,45396.0
C1683,20240122,49,1,四国,20251106,39846.0
C0316,20240815,62,2,中部,20250323,15396.0
C0413,20240312,51,2,九州,20250404,22125.0
C0434,20210713,39,2,中国,20251117,17580.0
C1026,20210319,42,2,九州,20251209,48697.0
C1865,20231204,48,2,北海道,20251012,33973.0
C1976,20201109,52,1,近畿,20251024,18574.0
C1169,20210423,66,1,四国,20251227,19619.0
C1980,20200205,73,2,九州,20251115,8869.0
C1390,20210726,45,1,九州,20250307,-4342.0
C0420,20200713,30,2,中国,20250422,42150.0
C1597,20201014,45,2,関東,20251222,7122.0
C1809,20200826,41,2,近畿,20250620,38827.0
C1585,20231106,38,2,東北,20250904,8335.0
C0844,20211004,60,1,中部,20250307,49928.0
C1468,20200611,54,2,関東,20250309,16677.0
C0916,20240326,79,2,九州,20250203,23223.0
C0434,20210713,39,2,中国,20250101,24814.0
C0643,20200301,63,2,中部,20250531,13075.0
C1579,20230505,41,2,北海道,20250929,38185.0
C0057,20230110,35,2,北海道,20250915,6258.0
C1586,20200621,57,2,四国,20250826,25527.0
C0964,20220228,38,1,北海道,20250426,5139.0
C0977,20230225,28,2,四国,20250317,37325.0
C1202,20221201,77,2,近畿,20251010,35503.0
C1317,20230210,39,2,中部,20250119,14514.0
C0046,20240516,25,2,北海道,20251011,15917.0
C1194,20220622,23,2,東北,20250204,49699.0
C1295,20211015,19,2,中国,20251120,24097.0
C0417,20220815,21,1,中部,20251101,45119.0
C0848,20230122,67,2,九州,20250829,12788.0
C0139,20220327,47,1,関東,20250107,20061.0
C0247,20220502,26,1,中国,20250206,4947.0
C1172,20210118,41,1,東北,20250602,10544.0
C0230,20211121,21,1,中国,20250902,15014.0
C0792,20241004,74,2,北海道,20250907,9795.0
C0637,20200302,42,1,北海道,20250425,27632.0
C1728,20210813,30,1,中部,20250210,14352.0
C0374,20210429,67,2,中国,20251203,18653.0
C1104,20210117,75,1,四国,20250303,-3421.0
C1630,20200529,42,2,近畿,20250618,26758.0
C0738,20231209,55,1,四国,20250522,38755.0
C1089,20230415,64,2,東北,20250915,33760.0
C0088,20200527,50,1,九州,20250329,27818.0
C1112,20201002,43,1,中国,20250217,1452.0
C0713,20210424,71,1,九州,20251107,32921.0
C1750,20210921,75,1,九州,20250112,10340.0
C1228,20200814,40,2,東北,20250730,41668.0
C1937,20231218,66,1,九州,20250901,42738.0
C1406,20240112,40,2,中部,20250827,48452.0
C0601,20220726,58,1,中国,20250716,-2213.0
C1500,20231112,53,1,関東,20250914,41149.0
C1597,20201014,45,2,関東,20250823,43357.0
C1807,20210804,37,2,北海道,20250706,10839.0
C1630,20200529,42,2,近畿,20250720,-2845.0
C1843,20230419,79,2,九州,20250413,NaN
C0539,20240310,58,1,中国,20251017,49512.0
C0214,20240422,52,1,中部,20250809,15614.0
C0074,20241220,43,2,中国,20251029,21190.0
C0061,20241020,34,1,近畿,20250706,35375.0
C0698,20230705,53,2,関東,20250409,5928.0
C1567,20220525,18,1,中国,20250902,43425.0
C1243,20200702,33,1,関東,20251109,3598.0
C0012,20221122,54,1,九州,20251103,39339.0
C0814,20220706,78,2,東北,20250122,15581.0
C1439,20240624,21,2,中部,20250309,43974.0
C0032,20231127,34,1,関東,20251112,39655.0
C1184,20241009,53,2,東北,20250306,42796.0
C1001,20220829,65,2,四国,20251019,43743.0
